label,clean_tweet
1,le3neb khder wla k7el
2,kathadri 3la ghabae wachofi wazert ta9afa cheno katgol
0,انظر طفل فلسطين فأتعلم الرجولة
1,la la maymknch hadchi ghir photoshock
0,ui tal3at wa3ra bsawto sdmni sara7a surt ana had oghniya kt3jbni bzaff modmina 3liha chi ayamate
1,hhhhhhhhhhh hadk ghir videohat mn haflhhhh
1,سانشيز للمغرب ودعم بلادو للحكم الذاتي حمقات نظام العسكر الجزاير هاجمات رئيس حكومة الإسبانية
2,lah ylagiha lihom lkbab walikiin mgharba dyalna li dsrhooom bhadok hachtagat dyal la tomatil maghrib ima kon kna mtahdin maytjar2oc
1,بوكس الشونطاج سانشيث خاضع للمغرب باش رفضتي انضمام سبتة ومليلية لـالناتو
2,المهم ان يرحل تجار الدين اكبر كارثة عرفها المغرب تاريخه واول حكومة تقلص الاجور وتغرق الدولة الديون فلترحل ماسوف
1,حرب الطريق فالمدن 11 قتيل فسيمانا
0,ههههه جميل
2,الله ارحمو اغفر
2,3la had la7ssab sektiwi bgha mantami lda3ich wach les 40 7arami vont suspendre aladin
1,kayn chi man9diw sme3t sou9 rassek toussa
1,دخول اجتماعي سخون قانون الإضراب للواجهة أيام قليلة فاتح والاتحاد المغربي للشغل بغيناه يتسحب البرلمان حقاش كلو قيود وعراقيل خطيرة
0,بالتوفيق لاعوام المقبلة ان شاءلله
0,يا سلام
2,daba ghir wash machi hchouma dak fadel et khnazier iharntou koulou f radio
2,kelma 2 taygolo shour baz 3la wjehom w houa wakhdin ja2eza oula f chodod
1,اسكاس اماينو حلوة يا جميل
2,مترجمين ديال la casa de papel شبعانين أخلاق نص ترجمة عوجة
0,الحمد الله ان ولاد الخير عوضوها على داكشي اللي تسرق منها
2,nn machi ma9ablinch mais rahom daro modaharat o 9eblo b mo9tarah maghreb dyal hokm datii
1,الميراوي كيبلاصي صحابو فالمناصب العليا؟ تعيين أستاذ بجامعة القاضي مديرا للشؤون القانونية والمنازعات بوزارة التعليم العالي
2,رحـــم الله الفقيــد الفنــــان حـسـن مضــيــاف
1,aji daba dmna alba9a2 wla mazal
1,ana muslima la hyfhaml3arbia ispania
0,hnaya fi ntidarak khoya nta fakhr likol maghribi wakha 3yina man lkora lmghribya walakin ntoma likatfarhona tbarklah 3lik
1,زلزال فبنك بنجلون قاضي التحقيق وضع مدير عندو فالبنيقة
2,الفن المغرب عفن قاليك العالمية هههههههه
2,أين الحكومة اللهم ان هذا منكر
0,الاحترام والتقدير
0,merci 7biba7ta hna nsawto l betty bnt bladna
2,اليهود قالوا ان المسيح افضل السلام والتسليم أنه ابن حرام
2,طريقة تحليل الموضوع فاشلة
2,خدمة صحة تعليم واكثر ذلك كنشوفو المخزن وجاي فرنسا ودول الخليج وتيظيع الزبابل ديال فلوس الشعب حسبي الله ونعم الوكيل
2,الله وجها ديال الشر حسبي الله ونعم الوكيل
0,salam ibtissam choufi rah duetto dialk m3a abdesalam rah zwin bezf
2,حمارة انت
0,chokran awi ya habibti we lkol fans habibitna dina we tab3an hanan we dina agda3 sohab
2,يعلن ترامب القدس عاصمة لإسرائيل ومعظم الحكام العرب سبات عميق يهمهم الحفاظ على كرسي الحكم وتكديس الثروات على حساب شعوبهم المقهورة،
0,ابدعتي عفاف اتقنتي فن التصوير بالتوفيق انشاء الله ننتظر الفيديو القادم
1,nn machi hakda hadok ghaykono mn lfans li machi mghribi
1,فاجعة فلاح فتاونات قتل عمو بجويجة والوكيل العام ففاس دوزو لقاضي التحقيق
2,سياسة القمع الإخضاع أجل السيطرة والهيمنة على القطاع طرف يحسبون على سماسرة الصيد بالجنوب
1,hadechy li kerite f hespress p
1,الانتخابات الرئاسية الفرنسية المعجزة طلعاتش طنجة للدور الثاني واليمين المتطرف قريب للاليزي بوبين وماكرون فمواجهة مختالفة على 2017
1,فعز الأزمة العالمية باطو هاز أكثر 750 طن ديال الكَازوال غرق فسواحل تونس اللي خايفة تغرق بالتلوث
1,مزاجية الوزير ميراوي دفعات بمسؤولين كبار فالتعليم العالي بتقديم الاستقالة باش يحط صحابو فالمناصب العليا وغضب كبير وسط أطر القطاع
1,hhhhhhhhhhh hada rah ma3ando maydar hadi ghir lmgharba likaychaj3o salom
1,الحكومة ثمن المازوط وليصانص تزاد عالميا وغادي نتفاعلو قضية لاسامير على ضوء شنو يقرر القضاء
2,نريد تطبيقات أقوال يا تجار الدين المسؤولية كما كبيركم فيما سبق الذي علمكم السحر تكليف وليس تشريف الآية انقلبت نعلكم الله يوم الدين
1,mchito rah wazir syaha kteb bli dar oghnia dia
1,khasna ntndmo kola group ytkfl b haja
0,i love you dounya ana kanbrik ou kantmnalk masira faniya mot9dima ou sa3ada inchaelah
1,غرفة التجارة والصناعة والخدمات فجنيف ccis المغرب اقتصادية غادية وكتكبر عالميا وعندو دور رئيسي فإفريقيا بفضل موقعو واستقرارو السياسي
1,hhhh ach dar lik mskin
0,منظر رائع الله
2,صامدون صامدون لمطرح النفايات رافضون
0,deriya khedaama a33ibad lah ra kharjat 3 aghani mn star ldaba o3andha 2 aghani khrinokatwejed l mawazin
1,b rojola glas f dar bla madir walo rah kfs m l9raya
2,إذ تم إلغاء هذا العيد يتضرر الإقتصاد،عبدالله النهاري ينشر فيديوهات تدعو لإرهاب والتطرف وووالجهل
0,كما قالها حكيم زياش للصحافة الهولندية مغربي ولن ألعب إلا لبلدي المغرب
0,nti hbibti walah gher marat kolchi khayb katfakrih fkhatra ana labass amountiii love youuu
2,كمشيو الوسخ دالبشار وسولوهم كمارة دالخرة باغي يمشي لأوروبا
2,arak daba lm3your f benitez
1,houassli tkhalass wla mazal
0,تبارك الله عفاف  ابدعت كنتمنالك المزيد الابداع التالق برافواستمري
0,عسئ ان تكرهوا شئ خير لكم الخير مااختاره الله
0,hananhbibty raki charafti lmaghrib hbibty kanbghiiikrakzi 3la eval 3afak hna kolna m3ak warakii jooomhoooor kbir
0,اللهم أحفظه شر الأشرار كيد الفجار احفظه آناء الليل أطراف النهار
2,walkhra ra mkndwich meak rani knjawb f reply d nassima
1,حاكم مليلية كيكوي ويبخ مدينتنا إسبانية وسكانها فرحانين بالحل اللي تدار المغرب شريك ثقة
0,بنكيران واموتو العديان
0,الحمد لله على ناس الخير ربي يجازيك بكل تمنيتي
0,بارك الله فيك شيخنا النهاري الله يكتر امتالك قلت كلمة
1,fatine 3andi trois tweeter sawet bwahed mais rah maraftch wach t9bel hit mab9ach kijhrejli bhal lewel
1,ana maghrib ya marima
2,حسبنا الله زنعم الوكيل اللهم أمورنا خيارنا أمين
2,تافه
0,yeees photo dyal hier hsen d
0,فميسي أفضل لاعب بالتاريخ
2,أيتها الجاهلة الزنذيقة الدين لايباع يشترى انتم مرضكم الحق والكراهية والزندقة والإلحاد تبا لكم ياحمير السياسة
2,كا يبيعو الهضرى
1,تفاصيل الخريطة الصحية الجهويةالدولة معولة على الاستثمار الأجنبي وإلزامية احترام مسلك العلاجات فجميع الجهات
1,بلاغ فايك بإسم الوكيل العام للملك فوجدة حرك النيابة العامة لونكيط بدات وكيقلبو على الفعلة
0,قربات الانتخابات شافوها مساكن سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز كونوا هانين
0,مشاء الله الفاتحة بتقليد الشيخ ياسر الدوسري سورة القيامة بتقليد الشيخ إدريس ابكر
2,السياسة نفاق يتافقوا على حساب الشعب النغلوب على أمره وهبيالأزمي زمرة واحدة
0,أبداعتي ياأختي عفاف
1,drok ntelchargiha ana mafhamt fiha walo ybali tngaz o nass tabni o m7itha
1,9albi saghir la yatahamal
0,له على الرياض الجمال العيون المتدفقة بالمياه العذبة هذه الموسيقى النابعة تطوان الجميلة
1,المعارضة ناضت لوزير التعليم العالي لغيتي مشاريع جامعية ترصدت الملايير والوعاء العقاري إشراف الداخلية
1,سيدنا تلاقى رئيس حكومة الصبليون سانشيث بالحكم الذاتي تحل قضية الصحرا ومحمد السادس بغينا مرحلة جديدة فالعلاقات
0,hanan hanono dyali raki mnawra fstar academy lah ikhalik dima mnawra alarzala dyali salmi liya 3la rafa oihab
1,الكَيرا أوكرانيا الغرب كيوجد للتصويت فالأمم المتحدة على تعليق عضوية روسيا فمجلس حقوق الإنسان وموسكو بدات كتهدد هادشي
0,المدرسة عندو ميكون رئيس الحكومة كيت الشقق او لفيلات او كنتو تتقلو العام زين اما الاجر وخا يمشي بن كيران راغدي يخدو غدي يجي موراه
1,ihab ghbar wala khayf mn titiz hhhhh
0,ya wayli ana 3al jamal
1,لتسريع الإنعاش السياحي فبلادنا لارام الرحلات الجوية 9 مطارات مغربية و77 مطار فالعالم وقدمات عرض كيوفر 6 ملاين لهاد الاتجاهات
1,الوزير بركة راسل رئيس الحكومة ارتفاع ثمن مواد البني وتأثيرات أزمة كورونا مقاولات عندها مارشيات كتواجه صعوبات كبيرة فتنفيذ التزاماتها
0,mbrook lah isahl lik fli ba9i
2,الصيف ضيعت اللبن يجب ان تكون عبرة للخلف
0,khaalilii ana libtissama wa had lweech lfar7aan yaraab dayman far7ana yarab 2albi tayr tayaran
0,تحياتي لشعب المصري
0,مكانش بديل لبنكيران هذا الواقع
0,hhhhhhhhhhhh wllah 7ta ntia 3alaaaaam ghi raj3i a7biba raha bnt bladna hia mzyana ghi nia dir li bghat raha bnt lblad
1,البي بي إس الحكومة ضعيفة فالتواصل والتدبير ديالها فهاد المرحلة مافيهش تصور واضح
2,وسبحان الله حاسدينا زارنا واحد؟
1,كفو يا فاطمة كفو
0,يكفي أنك ولدت أقوى دولة العالم
0,ihab yafakhr lmgharba tanbriwk bzaf rakz 3la hadfk bghina l9b mghrbi had l3am slm 3la anis orafayl ghni nta lbti
1,soukayna hiya wataniya o ibtissam laa ibtissam khayba o mamzyanach o soukaina hiya li3addha ha99
2,البيجيدي كانو رجال بنوضو ينددو بالقمع يديرو بيان ماشي يسكتو يد المخزن
2,اينكم يا محتجون لحال المغاربة الذين يموتون بالبرد والعطش والجوع والمرض
2,7akam layn3l pd li weldek
0,علماء الكلام الفارغ يزيدو ينقصو البشرية بشيء
2,هذا الدعم لفرع لينا بيه راسنا بنكيران الارامل العجزة نعمة الدعم قهرتوا عيشة الفقير المستفيد الاكبر الغني إصلاحات المصباح
0,اللهم آمين ربنا يكرمك ويرضي عنك
2,ana lwalida galt lia khebi chwia dyal choklat lkhotek ma fkhbarhach rah kayjibo ghi chrab f ras l3am
2,خسرت الشفافية ربح النفاق كثرة الإنفاق
0,say sleep well la 3la wa 3asa n3so had lila
2,machi rajel li kinssa khir shabo
0,انا بعشق الموسيقي بتعتو منتهي الجمال، احلي تحيا الشعب المصري لاخوانا المغاربة والف مبروك الكأس
0,سنصوت للبام ضدا بنكيرانلسنا عبيدا حد
1,mcha chaf profil dyala 3ad 3ala9 yak a khti mhm ana 9otlek cheno fhamt ou ntina kima bghiti tfehma fehma
0,شكرا يا محمد السادس
1,حزب رئيس الحكومة استقرار فالأسواق وماشي الدزاير كيشدو الصف على الحليبوالاسلاميين استغلو المحروقات ببشاعة وعطلو التنمية فبلادنا لسنوات
2,صحف ديال المرقة انعل جد بابكم الكلب تساهمون تكليخ هذا الشعب إستبلاده حسبنا الله الوكيل فيكم
2,اشخاص معظمهم يربطون اهتمامهم بالمريض بمدى كمية الحصول على المقابل الغليظ المادي
1,intadiro tani mofaja2a mn ibtissam o abd salam layla
2,ربما تفهم جيدا معنى الإنسانية وامثالك تعليق عديدون
1,f lakher anl9aw ghi 10 dyal nass li nkhatro
1,أيام على موقف إسبانيا الداعم لمبادرة الحكم الذاتي طيارة جاية كناريا وصلات لمطار كَلميم
1,خاص كود تنشر أملاك البرلماني الفايق اللي صرح بها أمام الفرقة الوطنية وها شنو خدمتو ميعرف السياسة
0,kento khotwat khir 3aliha chokran li da3mikom da2em
0,مبروك للبلوغرانا يستاهلون
0,rachid nta dima coool bravo bonne chones rachid
1,الحكومة الإسبانية سانشيز للمغرب غتكون عندها نتائج مزيانة للعلاقات البلدين وغتسالي الأزمة اللي كانت
1,saliti m3aya hta ana knt kantkhaylhom chi 9ldat hhhhhhhhh sd9o mn bnat lyc
0,ماشاءالله صوتك جميل وغنية اجمل بس ناقصك يانجوئ فرقة رقص وغنوة حماسية عشان تكوني الأفضل المخرج ولبسك حلووو
0,tamer ana hya chaimaa elli masakt lketab w rafa3toli f 7aflet casa bamout fiiiiik
2,حكومة العدالة والتنمية تتلدد افقار الفقير وتعمل ليل كيفية الزيادات المواد الاساسية التي يحتاجها الضعيف وترد الجميل للمغاربة على انتخابهم
1,ana li gha nji nakhed chuiya
1,جمعية خبراء دالبترول فالصبليون اكتشاف الاحتياطي ديال 2 برميل فسواحل المغرب كذوب الهدف منو  تدوينة
2,سلام عليكم سكان الملاح ان شاء الله بالتراكتور والبام غادين نبنيو ديور جداد ريوسكم
0,التوفيق لمنير ونشألله قبول نضمامو للمنتخب المغربي
2,مايجري سببه حكام العرب باعوا اوطانهم لامريكاواسرائيل لكي يتركوهم علي كراسي الذهبية
0,الله يخليله والديه ويحفظهم ليه
2,wa bezaaaf mfrouucha khali ghir chwiyat wa9t ba3da hhhhhhhhhhhhh
2,hhhhhhhhhhhhhhhh zidi zidi goli lbare7 men l9ahra dyal x factor jatkom zineb mo7al tkono n3essto hhhhhhhh
1,sir tssanet l radio mars rah jaybin toshac
0,salamm gol ay hhaja bghiti dgol wana n3mlk ntrjmlik hit hanan bent medintiiiiiii
1,hhhhh bezaaaf lmochkil homa baghin ydiro dakchi professionnel cover w morah teaser w morah clip sa3a tiskatyin ma hennawhch
1,الدوزيام تور الانتخابات الرئاسية ففرنسا ماكرون غيواجه مارين لوبن فمناظرة تلفزيونية السيمانة الجاية
2,تفوووو علي شعب بقاية المجتمع
2,لن اصوت لحزب العدالة التنمية وهذا حقي الدستوري اختيار الحزب الانسب
0,مباركة على الجميع
0,ماشاءالله الله بالتوفيق والنجاح إن شاء الله
1,الله يصيب لأمور وصافي
0,برافو عموتة احسن مدرب
1,ta neti ra ghir daaaaya dial lma
1,هضرو على واقع ومستقبل التعاون القضائي المغرب وقطر عبد النباوي تلاقى وزير العدل القطري
0,a7la 2alb li a7la mera2a fi l3alam ya chamssi lguiniya inti jamiiiiiiila ikhrabaytak chou bmouut fikii
1,ntii li makatcharfiich lmaghreb almeharssa alkhanza
2,wach had bnadma fanana rah la7achma la sawt la mawhiba la aghani ghir dakhla al farcha
0,tsstahel hbiba dyalna kantssena jadidha b faregh sabr khossossan oghniit maghreb maghrebna
2,اغبى سؤال سمعته بحياتي
0,يا ربي سلامة o o كنتمناو متكونش حاجة
1,ta kfch bnadm kaml li ftwitter kitseta ela dak joji
2,محاااال يدير فشي فرقة
1,malna akhtii kanhadro b adaab kana9cho kandaf3o 3la rassna
2,oui matjawbo 7ta chi 7ed 7na kanhdro blkhdma obnia machi bnifa9 olakdoub
1,وزير الفلاحة هاد العام الأكثر جفافا 40 عام وعجز السدود بالنسبة للفلاحة وصل لـ2 متر مكعب
0,غانصوتو لبنكيران هاني
0,حاتيييييم سيصوت للبيجيدي
0,allez hanen allez raphou allez allez natalbou rabi yghanou mzyan nfarhou w ndiro el robla
0,هاد سيدة بقعة ضوء فالسياسة المغربية
0,o dio ghadi mzn f nissbat mochahada leanaho kalimat dyalhom bjouj olikhalah injah nass likano mntadrin dio ayam staracademy
2,أخويا خودها ماتمشيش تصوت هههه، راه تاحنا خاصنا نتعاملو السياسيين بالسياسة كايتشكاو الشعب ماشي
0,ihab t as un grand public bravo mais stp stp hadro maghribia ra kolchi baghik thadro b darijtna w 7na m3akomm
1,وزير النقل مشروع القانون المتعلق بالمقايسة فالنقل الطرقي آلية للتأقلم تقلبات أسعار المحروقات
0,allff mabrouuuk douniaa w men najah l najha inchaelaah
0,بالتوفيق ان شاء الله وانا اول اصوة عنك
0,o chkouun 9aal ghayr daalek ohib sawt douniaa wa a3cha9 sawt ibtissam lihowa sawt adii bassit
1,habaybi ana nmchi n3as hta lghda onchof lghniya safi ma9adach nsbar b zayad
0,hhhhhhh wallah makdbti mais kaikon wa9t la plage kikoun zwin bzf
2,تقرير مجلس الحسابات يقول ان التدبير المالي للقناة واضح
0,النادر أن أجد نفسي حالة وفاق نص أقرءه ولو على سبيل الديالكتك، وصفت وشرحت الدماغ المغربي بدقة
1,العلاقات المغربية الصبليونية معا نحو المستقبل
1,ewa ka twarid said fihala waman la ya3rifoh hahahaha
0,bghinak dkhol bchi khit byad hhh ila momkin onssaw kolchii
1,جمعية رؤساء مجالس الجماعات دعم إسبانيا لمبادرة الحكم الذاتي المغربية غينفع مستقبل التعاون الرباط ومدريد
0,انا غنصوت علا بنكيران لانو هوا علا حق
0,wlahila tana akhouya mn l9alb
1,azabi wach ana mlahi ghir m3a li mfollowihom nta katzidli li kaydiro lihom like
2,نتمنى ذالك على اعتبار أن برامج القناة تصلح لبلاد المسلمين وتساهم تذني أخلاق الشباب المغربي
2,ach had lhedra w 3lach ghadi n7iyed lfollow mn ba3d hhhhhhhhhhhh wayni rak hbila ntia hhhhhhhhh ba9i t3awdi b7al hdchi nderbek
0,الشعب يريد ولاية ثانيةلان قامت به هده الحكومة للشعب لم تحققه اية حكومة مند استقلال
0,جميل جداً أخت عفاف استمري يامبدعه  حياكم قناتي اشتركوا وشوفوا رحلتي الأخيره جورجيا
1,ghit lmohim ndiro chi 7amla monadama w ntklmo m3ah b i7tiram
1,mabaghach tgoli finhia 10dh li knt 7at fo9 lbureau
1,روسيا منعات رئيس الوزراء البريطاني بوريس جونسون ومسؤولين آخرين كبار يدخلو عندها
0,مدرب جميل اللهم له وليا ونصيرا
1,الداكي الأمن الدوائي أولويات الحكومات والأمن الغذائي ماعندو فايدة صحة والدولة خاصها تكون قادرة على تأمين الدوايات الأساسية للمواطنين
0,فيديو رائع مثل روعتك موفقة ننتظر مزيدا الفيديوهات
1,كَود تنفرد بنشر تفاصيل الشكاية اللي سباب فتفكيك إمبراطورية الفايق تحطات فبيرو الوكيل العام ففاس أواخر 2018 تقرير ديال المجلس الأعلى للحسابات
0,أبد الحفيد
1,hta hadak rah ghir mhtot rah fransa li dart lihom hadchi kaml
1,وزير خارجية نظام عسكر الدزاير مباحثات نظيرو الهولندي وجبد ملف الصحرا
1,zwin mais dir soura l souka w ism loghniya ya riiit ikoun crit en arabe 3afak mt9ala9ch min ra2yi
0,حليل جميل رفيع قمة الجمال
2,أنتم كراكيز يتحكمون فيكم بالتحريك كما يشاؤون
1,akhiir wahda tahedar f 3iibad laah hiya hanane amalkom mehl9makom lbnat mard fitan yarabi salam
0,احلى فنان عندنا
1,onzidk ihab 3ndo daba jomhor menghir jomhor starac la f lmghrib wala lkhalij bsbab oghnito
2,لماذا العرب يفلحون إلا الشعارات والتنديدات أما القرارات الموحدة والصائبة يفشلون ؟ كم حلمنا بقرارات موحدة جريئة لك الله يا قدسلك الله يا فلسطين
2,fiha dakchi 7mr bzaf s
2,دولة الفوضى سياسة حكومة بنكيران وبعد العثماني دمرت التعليم العالي
0,woooow amaazinng sweety ahsen mn matw93naah w nchaelah yha9a9 kol najah li yestahe9 w thank you so much l
1,rah ghadi jahhelni dak renard ou ghadine n3awed nekteb limaye3jeb
2,tay9iha raha gha tal9a 3lik hhhhh ach ghadiri m3a lfanz lmrid
2,رسالة مؤثرة جدا يريدونني ان اعتذر
1,nti dakhla lgroup btissam f fc
2,bghit ngol l3ahira mamak
1,oui wkhososan homa lima3rof 3lihom lghach wchhal man mosaba9a jraw 3lihom manha khasna nhadro m3a elie nhajmo 3lih
2,hado hmaqo 3lah ihab ch3ndo ma iqol mn ghir mghribiya gha iqol mozabiqya nas htrrt jaha jonon lbaqar
0,صوتي لبنكيران بقناعة تامة
1,تقرير فهاذ التاريخ يتحلو الحدود المغرب وسبتة ومليلية
0,3mr jbnakoum fl3ib o btissam da3maha fa soit tb3duna soit ntuma lkhasrin hna wslnaaa khliwna zwinin okayn tiskatyin da3minha
0,كلمة قالها جلالة الملك الصحراء مغربية وستبقى مغربية يرث الله الأرض عليها
2,ديك القناة نافعا المغاربة والو قليل للي كايشوفها طالقة المنكرات بغات الشعب ابقا اتفرج فيها اوا بغينها تسد كاع باش نتهناو كاملين
0,أعظم النعم التي جاد بها الله على المغرب الملك محمد السادس نصره الله
1,a lawaaah ghir teswira hadik achmen duo hhhhhhhhhh
1,وزير الصحة البيع والشرا فالدوايات أونلاين فالعالم مزداهر كونطرول وبلا إجراءات زجرية بلادنا معنية بهاد المشكل
1,bghiti t3raf chno lifya zwin swl mamak t3wd lik 3la zebi kikayjiha blil ps ana zelal mok
0,فكرة مزيانة مايتسناو المغزن إحميهم حماو ريوسهم هاذ الشماتا
0,مبروووك للشعب المغربي هذا الفوز المستحق
2,hhhh la a hbibti hna lmaghribiyat li chafna yhma9 3lina ou yji wrana 3aks chi nas li hta wahad makaychof fihom lfaham yafham
2,دولة مزيفة ومغشوشةوغشاشةوكرتونية، ماشي الدار البيضاء اللي كتفضحها قطرات المطر مناطق المغرب
1,القوات المسلحة الملكية وقفات عملية تهريب 6 طن ديال الحشيش نواحي بير كَندوز الداخلة
1,9albi ra da39ato denya mo7al ghays7a7 wakha yedkhol la salle
0,الي الفنان العالمي سعد لمجرد  شكرا علي امتاعنا باحدث صيحات الموسيقي الجميله المزيج مابين الموسيقي المغربيه والاوربيه الحديثه فعلا ملك الموسيقي
2,galik el hassouni dafe3 certificat fiha 23j o lyoum ti trini 3adi 9awdoha l wydad ila kant besa7
1,البرلماني الفايق وخوه رئيس مجلس عمالة فاس هبطو لحبس بوركايز هاد المتهمين الوكيل العام إحالة مباشرة على غرفة الجنايات وها التهم الثقيلة باش تابعهوم
1,فضيحة اعتقال شباب فكافي فرمضان وتقلاب كيلوطات البناتالحكومة لـكود طريقة الاعتقال تمت فظروف انسانية واحترام للقانون
1,بزيادة ديال 36 فالمية مقارنة العام الفايت كليان اتصالات المغرب وصلو لـ76 شخص  أرقام
0,الله يعز السيد الوفا السيد بنكيران ويحرم الواليدين ينصرهم على أولاد الحرام
0,akhiran alf mabrouk lik oulina soukati
2,الدموع للبسطاء العلم نحن الآن لم نقبل برئيس الحكومة نجحت على ثقة 5 شنوا انفروا خلافاوإن لم يعمل شيئا برا 3 أشهر والمحسبه
2,les algs li dawroha 3li ana bnt bladkom lah yahdikom liyjib haja trohou m3ah 3ayb likom kamlou kiman haka maybka tawahed f tag
2,للمحتوى راجع نفسك مشي حاجة كضحك
1,وفد برازيلي كيقودو رئيس جمهورية البرازيل وصل للداخلة وها شنو يدشن
2,سوسي نصوت  باش كيعيش السوسي كاع   بنكيران أغيول بيمزكان
0,ana kantmana the five li yrebhoooooo
2,7ta ana chefto meni yalah dert twett ou blokito yalah chi 2 mois makamlachi iwa mar7ba bik wakha 3t9ehri men hadchi li kayw9a3
2,منذ 2011 والسلطة غائبة المغرب
1,الصبليون متحمسينش لزيارة سانشيث للرباط للبيان المشترك معاهش البرلمان وما دكرتيش اسبانية سبتة ومليلية والتأكيد على الحكم الذاتي فالصحرا كيهمك بوحدك
1,wach tfssir dial lquran sahl lhad daraja z3ma
1,daba kayna chi 7aja jdida f had le documentaire wla ghir n9lbou
0,شكرا لكم سي الرضواني وبقية الاساتذة الاجلاء الذين جاؤوا وجدة ومكناسشكرا ايضا لانكم اعدتم الينا دفئ المحاضرات التي تلقيناها منكم
2,هههههههههههههه زوينة هادالهضرة علاه الحكومة مافراسها ماتعاود الداخلية كاتخدم راسها لاحول إلا بالله
0,بالصحة يبطل فكرتى تغنى مصري احساسك روعه
0,حق للمغاربة ان يفتخروا بقناة تواكب التحولات الكبرى التي تعرفها المملكة med1tv القناة الأكثر مهنية وقربا واحتراما المغاربة مزيد التألق والنجاح
0,لماذا يتم إدخال مثل هاد الأشخاص فالبرلمان المغربي ربما يكن وزير خارجية المغرب يوم ما،إبن المنطقة أدرى بشعابها،أصلاً البرلمان مملوء بناس يجيدون كتابة جملة مفيدةشخص راجع ويلات البوليزاريو،سيكون أكتر إقناع لبني جلدته
1,بيدرو سانشيز المرتقبة للمغرب البلعمشي لـكَود يتجبدو الضواصا اللي عرفو نوع التأخير فعلاقات البلدين وها أهمها
1,تقرير رسمي قيمة التجارة الخارجية ديالنا تزادت بـ115 فالمية  أرقام
2,اليهود قتله الأنبياء
2,رحم الله الفقيد واسكنه فسيح الجنان وباقي الشهداء والهم ذويهم الصبر والسلوان
1,مسلحون رونو الرباط ودكدكو ممتلكات
0,شكرا لكاتب القال اللذي اهل الاختصاص
1,شغب الإلترات رون كازا تاني البدية درمضان دكَديكَ وأعمال عنف والبوليس قرقبو على 7
2,يوجد قنافد البرلمان أملس ابن كيران أكثرهم شوكا إذن مدافعو على قنيفيد منهم زيرووو
0,اكتر لاعب أحبه واحترمه يلعب داءما على القميص الأخ الرائع فيصل فجر أتمنى روناردد يمنح مكانة أساسية لفيصل يستحق دلك
0,زياش لاعب كبير يجيد المراوغة ويجيد التمرير لزملائه
1,الرعدة قطعات الطريق تطوان وشفشاون والريح القوية تسببات فخسائر للصيادين فواد لاو
2,hhhhhhh wakha yghni lina b chl7a
0,وانظر شيخ فلسطين فأتعلم الحكمة
0,مـــهمـا الظروف والله سـبحانـه رقيـب علـى صــــدق نــــيـتـي
1,هههههه متخافش عليا
2,katji zwina besrawel omakatlbeshomx xkon had lkherya hadi hhh z3ma hit howa titiz bax hiya kolha tbghi tban zwina hdah
1,la khosasan ha lahja li bighani biha muslim ba3ida
0,حزب الاستقلال اظن انه الحزب الحقيقي للمغرب
1,مكانتحاسدوش الله ارزقك احسن اجمل منو
2,ايها الوزير أمسك وزرائك علينا فبين الفينة والأخرى تصدر منهم إشارات عنصرية غريبة جدا
2,فمن يكون لكي يفسدوا ساعدتنا
0,بن كيران احسن رءيس الحكومة انا أريد حكومة إسلامية يااااااااااارب وفق بن كيران
2,الشعب بنكيران نسيتها خاصو يقود
2,أنتم خرجتم سرختم شاهدناكم التلفاز ستخرجون يوم الاحد ستقومون بنفس الشئ السؤال المطروح مادا هل هناك يستطيع الأجابة على هدا السؤال؟؟؟؟
1,معرفتش خويا  بصراحة
2,ghir goli lihom hena harb dyalna khayba sawli batma o 3a2itha o 3enza li kijbad ibtissam kandamouh khalouna mazyanin
1,سحب هاد لكلمة أ سيدي ودير فبلاصتها  مارسه بحمد وشكر حب
2,bnadam msaba9 l3ib ba9i ma3rafna ach kayn lmohim nakhli ou sawti rahmab9a walo aji wach 3raft kayn bonus fmeditel 3and wahad
1,ila bghit ntele xarjih kifax
1,mcherfine dwezti l ji8awi wla la
1,lbareh n3esst o tele f idi mahessitch olyom fe9t hakak walah hadi salit o jefeft dar o rja3t tanii
1,wa ta rah kayn ghir chereg gata3
2,انها سياسات المرتدين سلمان وابنه لارضاء امرهم الصليبي النجس ترامب على حساب مقدساتنا والله لو طلب منهم الكعبه ومسجد النبي بقائهم الحكم لفعلوها لعنة اللهجنه
0,wahd no9ta mohima bzaf f demi final ra wlad blado li sawbo l3alam dial mghrib 3tawh liha thzo o fr7at bih matkonoch nkarin lkhir
2,الإعلام الغربي،يوجه الرأي العام الدولي كما يشاء نفس الأسبوع الذي قُتل فلويد،قُتل إياد،شاب فلسطيني يعاني مرض
2,ء
1,قضية الشفرة ديال محل الذهب فالناظور الفعلة طاح وها ضرب مجوهرات معروضة للبيع وهاشنو لقات عندو لابيجي  تصاور
2,hit tsadmo mn lmot dyalo faj2a
2,المازوط راه خريتو فيه
1,السلطات المحلية فطرفاية وبتنسيق الجوندارم لقاو مخبأ سري ديال الحراكَة وسط الصحرا
1,ach nkolo ila knt hadi hya sora lkt3tiw 3la mghrib jab lah ghire brnamj machi chi haja dwlya kon khrjto 3liha
0,احسن لاعب أفريقيا
