tweet,label
makantsenachh l intro bach nbda kan3tek skhoun bach tn9ezz kan3tek lbared bach tehda,2
راجعوا اوراقكم فمصداقيتكم على المحك ',2
o raphy raphy ya raphy ana ba7ibak ya raphy,0
de rien machi chi haja kbira lol,1
لممصوتش يبان هنا نشوف ولاد لبلاد الأحرار [[PHOTO]],2
wa melli 9al liha natrinik ya3ni rah safi mtaf9in w kolchi mohim 7na natrin ta 7naya m3ah hhhhhhhhhhhhhhhhh,1
شوف هاد ولد الحرام عندو الصبر ديال شي حيوان مفترس ... هدا النوع ديال المجرمين خطير بزاف',2
sme3bi jora kidayra la ta hna lwalida katyeb ghi l3cha t7ansserna o safi xd,1
احسنت يا فنان يا رائع ، أتمنى ان تلقى موهبتك التقدير الذي يليق بها .',0
"عاجل.. جنايات فاس أجلات ضوصي “إمبراطورية الفايق” حتى لـ31 ماي الجاي وها علاش,",1
كـبرنا وأكتشفنا أن الدواء ليس عصيراً ...',2
"بعد التطبيع..تنسيق كبير بين المغرب وامريكا. بوريطة: شكرا واشنطن على اتفاقيات ابراهام وشراكتنا قوية وغاتشمل رؤيتنا للقضايا الاقليمية والدولية وافريقيا مجال خصب لهاد التعاون,",1
haaaaaaaan bareeeeee toi nheeeel bok wlh je change mn mdp tfou 3lik,1
"خبر سار لموظفي الصحة والأسر ديالهم..اتفاقية بين ايت الطالب والخليع باش تخفض ليهم اثمنة التذاكر فالتران لـ40 فالمائة,",1
أختي Soumia El-jaadaoui Soumia شعار المملكة في صفحتي ما هو إلا دليل على انتمائي و غيرتي  للمغرب كمغربي ....شكرا,0
hhh kayna ou la makaynche,1
wayli ya lydia za3ma dzayriyat 9albhom kbir wakha ghlat mais je pense rah ndam,0
akhti ana mamsd9ach wech hada compte dyalha b3da wela ghir chi hed dayrou,1
sbah l5ir ihab ana zobida mn marakich kanhma9 3lik lah iwf9k fhiatk lfnia ohta ch5sia m3ak zobida ia3ni zobida,0
تحية نضالية كلنا نبيلة منيب,0
sandales o sac moujudin les caftans mazal walakin 3awtani ankun mawdo3 sa3a,1
tfoo db hadi hiya tani haja andem 3liha hit khlit beni mellal,2
و ما الــرمــال الذهبية إلا فــي الصحراء المغربيــة',0
hanan charfatna wli kay9ol macharfatnachi rir li ma3arfinchi adab kifach 3aml wlfahem yfham hanan fakher l3alam arabi,1
"السيمانة الجاية غتكون أول رحلة.. الشركات ديال الترانسبور البحري تعطاها الضو الخضر وكتوجد باش تربط بين المغرب و إسبانيا من جديد,",1
ach had chi mafhamtch hhhhhh 😂😂,1
kanbghiwek bzaf w matbkich dmo3ek ghalya wselmi 3la souka w ihab w hadrou maghribi darori wghnili nti w ihab daba 3ad conje,0
tkhalt lik mea rask fach katkun kathwi,1
"“لابيجي” فالعيون شدات مزور ديال البلانات ورخص البني,",1
الحمد لله الشتا كاينا والعام زين ، الله يبعد علينا غير السماسرية ',0
khssar l hadra 7ta t3ya nta whdrtk zayed na9s 3ndi o hdchi kaml li glti mafihch hta jomla mofida sir t3lm dik sa3a hder,2
اين هي تنائج المفتشين لماذا هذا التاخير في الاعلان عليها رغم ان المبارات كانت في نفس اليوم',0
saraha hta ana mafhmtch hit hanane galt hta dawaz lmihrajan o ghtchouf fl3orod hit dkchi ktir o khassha tchouf li ysla7,1
rh hanane aslan galt fjami3 lmo9abalat bli homa asdi9a2 dnc ila gal howa l3ks ghydrhom b 2,1
شعب قذر يهوى ويشيع الفحاشه والانحلال الأخلاقي',2
7biba dyali ana lbara7 dart 3la ga3 lmajalat osa7afa bash inwafikom bga3 akhbar btissam plz akhti matgolish haka,1
المشكل سيد رءيس الحكومة هو انه حتى ذكر الله ما عندهومش الحق فيه',2
ولا سحور بابا عيشور ',2
مساء أجمل وردة في حياتي',0
مع بن كيراان إنشا الله العدالة و التنمية ولاية تانية و دائمة يااارب,0
وما هو دوركم إذن ؟',2
madiri siri do5li rassak chomir siri say9i lmouk wjafi liha w3awniha nti m9abla liya ma3yor banadam bidon tarbiyaaaaaa,1
يا ارض احفظي ماعليك',0
ههههههههه البام يمنع نفسه. يقلدون المصباح في كل شيئ,2
حتى يرث الله وما عليها .',2
done kouki karima hadu kayntab9 3lihum matal huwa 💩 bas mfakar halu 🍫 chocolat,2
ana bkiiit toma kadahko hhh,1
"فمجلس الحكومة اليوم.. تعيينات جديدة فمناصب عليا وفيهم مرا وحدة,",1
رحمةا لله على الأحزاب أصبحت وكالة من غير بواب يلجها كل من هب ودب ',2
hahaha ach jab 3roubi lrbatiyin 😂😂,2
9alou nass zman nyad békri bédhab méchri w hadchi kollo laaach 7itlyoum,0
"الشفار “ولد العساس” اللي رونها كَريساج ففاس تشد مع صاحبو,",1
عندهم الحق و نوص شكون غدي و ضفوم الا موضفتمشي الدولة مشكلة حياتو مشات ف قراية و فاﻻخر يضيع,0
zid 3liha chi congé payé w last of us,1
فلك الله ياوطني طالما الشعب صابر على الوضع ',2
mn nythoum bndem ki b9a i9oul narii kadiri l makiage bla makiage byna gatkouni kat5l3i wili kadir les filtres bb hna kandirou makiage ou les fitre ou la banou zwinin srek nti li b makiage ou fitre ou fl5er kat5fi tswer mn pinterest bach tbrdi 3la rassek lah ihdikoum ou sf,2
marnich nchouf hadaya ktira lsahou wen rahe fanzha rah hdaya éhab w haydi w hana akter,1
ورغم هذا لازلنا نعاني من الغلاء والفلاحة مابغاوش يوعاو ويديرو حد للوسطاء والسماسرية .الله يعفو علينا من هاد الناس ',2
اغنية جميلة',0
هاد شوف تيفي مسكينة جريدة غير ناجحة و غير حاضية خبار الطيابات د الحمام',2
lwa9te lghalte wala nti lighalta,1
ما من نعمة في الكون مثل ان تكون مسلما يكفيك انك في ظل رحمة الله ودائما بابه في انتظار عودتك',0
اكبر مسخوط هو ااياس العماري بالشهادة الابتدائية  اراد،حكم المغرب  لمدة خمس سنوات.وتنااااكت,2
"بعدما تحرش بالتوريست وسط ريسطو.. شخص تعدى على مخازني بجنوية فتغازوت نواحي أكَادير,",1
lol siri 9ray chwia me3lom ghadi de7ki 7it mat9edrich tjawbi a papaoutai ^^,1
ماندادا افشل حارس مر بتاريخ المنتخب الفرنسي ولا يستحق التواجد كبديل لـ هوجو لوريس',2
بحال اصلاح صندوق المقاصة بالنسبة للمحروقات',2
لوكان بنكيران حاضرا لكان البرنامج ناجحا مئة في المئة تحية لقناة مدي1,0
انشاء الله تحقق نجاح باهر وتحتل المركز الاول من بين الاغاني العربية والعالمية',0
"لأول مرة من 2017 وبموازاة مع قمة النقب اللي حاضر فيها المغرب.. “داعش” تبنات هجوم إرهابي وسط مدينة فإسرائيل ماتو فيه جوج من البوليس,",1
بن كيران  الإنجازات لي دار معمر شي حكومة دورتها ملي والتي كتهضري فالسياسة رهدا فحد داتو إنجاز,0
hadi dayman kat3ayr nas machi bhal bhal,1
atoma ghiir tkharbi9 asslan limnezelha f page dyalo mabayna 3lih halt 3ared azyae,2
la olh ghir banlik,1
الشاون كولها الرااعة',0
حرف السين يدل على الفشل',2
ana makandirch follow bnadem kaybda ydir lia follow 7ta kanwelli ana dayr lihom followdakchi kayddar bou7do men be3d,1
inchalah howa 9adha ms howa li khaso ila ma3jbatoch lhaja ydaf3 3la raso oyarfod kif rfdha nassim,1
hhhhhhhh wa7ed palio nsitha men révision hadi 3am 😱😱😱 ghaykoun zit lmotor wella gha lma wzgharit,1
"عشرات مقترحات قوانين توصل بيها البرلمان مع بداية الدورة التشريعية الثانية.. أهمها على محاربة التمييز العنصري والمراقبة المالية للدولة,",1
yedi bda kaydrrni wach mazal matla3 f trend,1
kanswb rapport dyl pfe b hajib hhhhhhhhhhhhhhhh,1
akbar ghalat drt fhyati howa fach chdit lbac kmelt 9rayti flmghrib 🤦🏽‍♂️,1
"عاجل. جنايات فاس أجلات قضية “إمبراطورية الفايق” حتى لهاد التاريخ وهيئة الدفاع طلبات السراح,",1
مكاين لا بنكيران لا غيرو كلشي بحال بحال #ممصوتينش😤,2
kawtar wala ana jananitni et sa robe kterrr chique woww,0
كون انت رجل وابعد السياسة بزاف عليك,2
صدعتونا براضي.الليلي، دار البريهي ماشي ديال باه، سخونية راسو و ما دارت ليه، و هو أساسا ما محسوبشي على وزارة الإعلام و لكن التعليم و كان غير منتدب,2
"المازوط فات 14 درهم.. وزيرة الانتقال الطاقي تهربات من المساءلة البرلمانية وزادت فغموض الإجراءات لي غادير الحكومة لمواجهة لهيب الاسعار,",1
assahra achar9ia maghribya walby3a mass1oulya dial tindouf 3alik wa 3alya,1
رأس السنة شأنها شأن عيد المولد النبوي بدع ومنكرات',2
"أرقام رسمية: 47,4 فالمية من الأسر المغربية عاشت بالكريدي فهاد الفترة وكتشوف بللي وضعيتها المالية خايبة,",1
يسرقون اراضي ناس و يغتصبون نسائهم و يرمون براميل متفجرة عليهم و حينما يطالبون بنصرتهم يسمونهم بالإرهابيين',2
النقطة السوداء الوحيدة هي مجرى المياه العادمة التي تخدش عذرية الطبيعة و رونقها',2
تبرك الله عليك لالة خولة قلب كبير. الله يسر ليك.',0
بنكيران غادي في الطريق الصحيح نحو الهاوية,2
matkabroch mawdo3 wahed ola jij machi homa kolchi,1
"حملة أمنية فرمضان.. “لابيجي” فالعيون اعتاقلو 3 بزناسة كيروجو الحشيش,",1
hhhh ana may9ed 3liys ghir li khla9ni rani kantcharmel 3la bnadem,2
أفااالك يوووو بيجيدي,2
ana makanchofch sda3 f tag hit kandir bloc lasshab machakil hada dalil ana hado kibano ghir wa9t machakil,2
أنا شخصيا لم يسبق لي أن صوت على البيجيدي. إذن نقص واحد.,2
ana ba9i kanchofo bmd kay9tol bda7k 😂 😂,0
"باريس عرضات وساطة باش ترجع العلاقات وتسالي الأزمة اللي شعلها نظام عسكر الدزاير مع المغرب,",1
إنشاء الله يرجع للمستوى ديالو و أكثر ....حيت محتاجين لجميع النجوم ديالنا في المستقبل .',0
تحية نضالية دكتورة نبيلة منيب فاضحة الفساد والإستبداد ......اليسار هو البديل,0
"“لارام” غادي تكري طيارات من شركات دولية باش تزيد من رحلاتها.. عدو: ضروري كلشي يتحزم من جديد باش نجحو الانتعاش السياحي لبلادنا,",1
salam ibtissam dayralikom follow sawloha wach ratamchi lmasr ou nn 9ololiha lfans bgha ya3raf,1
bayna mn l9er3a 😂😂😂😂 lah ykhlef 3la khay khalid,0
هههه كيضحكوني بنو خرخر لي كيقولك الصحراء غربية مساكن جهدهم النباح ههه',2
"اتفاق جديد مغربي اسباني على الهجرة والامن غادي يدخل ف30 من هاد الشهر,",1
بالصحة فطوركم،',0
ouii hadi f sahraa ahlaa gelssa wala msstaniya oghniya sma3t ma9ta3 sghiir o 3ejbaatni anamtakda,0
البكاء لا يجدي نفعا بل لابد ولابد من التغيير لتطوير المملكة بالسياسيية والمناضلين,0
suhila hbibté chokri tani btissam tiskaat raha d3matek mais f instagraamm o fanssha m3aak dawmaan,0
تحية نضالية للأستاذة منيب,0
خسرتُ الكثير وما زلتُ أخسر',2
لم تجد حكومة ابن خريان سوى الحائط القصير,2
شكرا جزيلا على التقاسم.قرار جميل لان هناك قضاة ظلوا في اماكنهم اكثر من عشر سنوات تجدروا واصبح لديهم اصدقاء وسماسرة كثيرون وخصوصا في محاكم الاسرة; ',0
من الاحسن إغلاق هذ القناة واستغلال هذ الأموال التي تهدر، على سفهاء الدولة( الغناء ) ، في مشاريع تنموية في البلاد و إشباع بطون الفقراء الذين يسكنون خارج المدار الحضري ،يفترشون الأرض ',2
jibo lina vedio bghina nchofo li9a2 kamal dyal anisso,1
الله علي الجمال ياقلبي انا تعبت نفسين بسببك ربنا يقبلني فيك قريبا',0
netmena tejoun fe istikbal souhila fel matar ellah yejhalik khouyawtougaf m3aga kima mara li fatet w teprogramoulha hafla,0
#مامصوتينش. وسير المرايقي عجبك التهريج ديال بنكيران,2
أحسن حكومة عرفها المغرب ،شاء من شاء او أبى من أبى، فلو أخدت المدة التي أخدتها الحكومات الماضية لتغير المغرب إن شاء الله تعالى نحو الأحسن.,0
هذا هو الوجه الحقيقي للمغرب، القصر و المخزن هما للي حاكمين مكاين حكومة مكاين والو,0
الله يرحم اللي زار و خفف',0
nti so9ak fiha dkhol sa7a hadi yak tlbtoha dir hodod rah darthom wahniwna hyatha hadik malo howa ach dayr lik,1
maryoma matsad3i rsak m3a l3anz ra sar7in masak chwiya ydo5lo kouri hhhhhh,1
الف الف الف مبروووك لبرشلونة بعد الدعس على مدريد في حديقة ميسي 0-3',0
"بتهم تكوين عصابة وتبديل ملايير المال العام بوزارة الصحة..قيادي استقلالي وباطرون شركة دعم حزب سياسي فالانتخابات من المتابعين فهاد الفضيحة,",1
"قضية أحداث “دورة 7 فبراير” فجماعة فاس.. ها شنو قررات المحكمة الإدارية اليوم,",1
"بعد أحداث “دورة 7 فبراير”.. مقررات جماعة فاس وصلات للقضاء,",1
اقول لحكومة السعودية و اشرار الناس منهم اتقو الله في ذلك المقام والارض المباركة والا ستقوم الدنيا عليكم,2
برافو على التواضع. صوتك واحساسك جميل اهم حاجة هي الكلمات المعبرة واللحن الجميل.',0
"جورنالات إسبانيا أكدات ترحيب دي ميستورا بموقف مدريد الجديد من ملف الصحرا,",1
نتفاهمو معاهم ف بنكيران ره يصلاح,0
bassoumtii choufi mn haali wfrhini bach makan kanmout 3liik,0
ana oula mchi ana,1
اسطورة المغرب و العالم العربي',0
7choma tb9aw tjbdo sda3 rah oghniya ihab kaytssanto lha mgharba o hada wa9t oghniya maghribiya,0
لعنة الله على أصل مكم',2
rah dyrinha db khas tokon yawmiyan,1
"المغرب كيدين الهجوم الإرهابي اللي وقع فإسرائيل.. بوريطة: تعازينا للمصابين وعائلاتهم,",1
"اللجنة الوزارية المكلفة بتتبع التموين والأسعار: كاين شي مواد مزال طالعة والطحين والسميدة والروز بداو كينقص ثمنهم,",1
ihaaaaaaaaaabbbbbbbbbb sataniiiiii b dahk,0
"أوزين: نحذر من تنسيقيات ضحايا أوراش,",1
"عام كحل للسياسيين اللي عليهم شبهات الفساد.. إحالة برلماني سابق والنائب اللول لرئيس الغرفة الفلاحية بجهة فاس مكناس على الجنايات,",1
"اللي حاولو يشفرو جوج بنكات فجمعة سحيم و برشيد طاحو,",1
نباحك هاذا يدل على انك جاهلة المتخلفة تاريخ الجزائر العضيم واصبح يدرس في اكبر جامعات الأمريكية ياغبيه ولن اطيلا معك الكلام',2
"تفاصيل لقاء الجنرال فاروق بلخير بضباط اسرائيليين كبار من بينهم مسؤولين عن الملف الإيراني والاستخبارات,",1
منتوج رائع  وثمن مناسب ....جميل',0
"الطلب الداخلي.. مندوبية التخطيط: تزاد بـ7,3 فالمية وساهم فالنمو بـ7,8 فالمية ونفقات الاستهلاك عند العائلات المغربية طلعات بـ5,1 فالمية,",1
jiranna 3andhom internet ghir 2g wlgharb dialhom kikhedmo b inwi w tisalat dialna😂😂😂,1
wiliii akhtiii chno had tkherbiii9 zmerr kun makan howa bogooss kun jà dakchi 7aalto,1
وانت ايها الكاتب كتبت مقال عريض وعجزت ان تكتب صلى الله عليه وسلم بدل ص ',2
واعرة',0
"خسائر الكَيرا فأوكرانيا.. عدد من المناطق رجعات حمام دم.. ووزارة الدفاع الروسية: دكَدكَنا ديبوات أوكرانية عامرة بالسلاح اللي جاهم من أوروبا وميريكان,",1
9otliha 3laah o3lach leanani kanssma3 hadrtha f kol mo9abala achkat9o semholi,1
lhmd 3la koli 7al et toi la famille hanya,0
استاذ عفى الله عمى سلف من خصوص الشعب وليس رئيس الحكورة يجب ان تطلب من الامة هل ستسامح ام لا يا ناقص اين الدين اين عدل عمر اين حزب العدالة اي عدالة. اما هذه الارملة اذا سمحت باجرتك لشهر واحد عاشت بها سنة',0
مصباحكم أنار فيما بينكم اما الشعب فولاية بنكيران مرت عليه سوداء مظلمة ، وأغلب الناس اصبحت تكره حزبكم,2
non non avec le temps on oubli qui a adopté en premier ka yweeli lwalade dial dar,0
mardich tkon hanan nominé wakah dyer eval khayb hit safrat mteékda 100,1
هذي فضيحة كبيرة لوزير السكنى و التعمير بنعبد الله و لرئيس الحكومة. فينا هو حق هاذ السيدة الي ناعسة على الدص؟,2
اي واحد ضد هاد ولاد لكلاب ديال البيجيدي تيقولو عليه شاد 200 درهم وهاد شي لاش كرهت والدين مكم يالمنافقين,2
مبروك على الناجحين',0
ma ikono ghir dawa3ich 3lamen kay9elbo,2
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hada akid mamah dzayria w babah papaoutai lool hhhhhhh msaken hhhhhhhhhh,2
"لي كيتفرج فلهنود كيتخيل كرو غايحامي 4 فدقة مني غيكون غادي مع مرتو ويوقفو عليه , كيعيشو أوهام , و أفكار ميمكنش التحقق في الواقع إطلاااااقا",2
العالم كلو ضدو. المغرب كلو ضدو .او هاد بنكيران ديالك بوحدو على صواب .المباقي لصوص او شفارا .عبدو او وجه الترمة,2
tahoma bghaw it7alfo m3a fans ali wach fhamtini,1
"وفد مغربي فستراسبورگ برئاسة الطالبي العلمي فالبرلمان الأوروبي وها الأجندة ديالو,",1
ana sma3tha mn jazaeriyin,1
weli tfarejt ch7al men 7al9a dyal mosalsal forsa tania wellah ma 3reftha hiya li metla fih s7abli chi khalejiya 7ta 9alta daba,1
bghit oghniya romansiya fiha ihsass mitla oghniyat ahwak li 3bd lhalim hafid,1
3arfa abs momkin irja3o aw hada 7sab fake,1
"أسوشيتد بريس: بلينكن لحكام الدزاير: قادو اموركم مع المغرب وحدو علاقتكم مع روسيا وها باش جاوبوه,",1
hadi tayaba man tayabat li f facebook,2
y 3alam khadmo 3la hashtag wahd sa7i7 lkil yrouh bih michan ydkhol ltrend,1
"واخا مجربتهمش ولكن كيبان داكشي رومونتيك , راك فاهم هههه",1
يا حكام العرب غادي تبقاو ديما ظعفاء ومذلولين ومكروهين الى الابد',2
حكومة واجهت الفاسدين و دولة العميقة وكانت جريئة فى اصلاح اما احزاب اخرا هما سباب خراب لبلاد,0
"هادشي خطير معلومات ديال “الديستي” طيحات شبكة كتاجر فالأعضاء البشرية فالمغرب,",1
hhhh la omsefta liha nto fakhr je sais pas quoi bazz wllah hta bzaf 3lihom tamghrabit,2
بطل الله يحميه ويفك اسرو',0
حكام العرب والمسلمون هم السبب المباشر لحال فلسطين والقدس والجولان والخراب في مختلف البلدان العربية الاسلامية',2
hhhhhhhhh wach mabanlikch far9 mabin tkharbi9tob w chada chamalya hhhh mard khatiir,2
le3neb khder wla k7el,1
kathadri 3la ghabae wachofi wazert ta9afa cheno katgol,2
انظر الى طفل فلسطين فأتعلم الرجولة',0
la la maymknch hadchi ghir photoshock,1
ui tal3at wa3ra bsawto sdmni sara7a surt ana had oghniya kt3jbni bzaff modmina 3liha chi ayamate,0
hhhhhhhhhhh hadk ghir videohat mn haflhhhh,1
"زيارة سانشيز للمغرب ودعم بلادو للحكم الذاتي حمقات نظام العسكر.. الجزاير هاجمات رئيس حكومة الإسبانية,",1
lah ylagiha lihom lkbab walikiin mgharba dyalna li dsrhooom bhadok hachtagat dyal la tomatil maghrib ima kon kna mtahdin maytjar2oc,2
"بوكس داير الشونطاج مع سانشيث: انت خاضع للمغرب باش رفضتي انضمام سبتة ومليلية لـ”الناتو”,",1
المهم ان يرحل تجار الدين.. اكبر. كارثة عرفها المغرب. في تاريخه.. واول حكومة تقلص الاجور وتغرق الدولة في الديون فلترحل غير ماسوف عليها,2
"حرب الطريق فالمدن. 11 قتيل فسيمانا,",1
ههههه جميل ',0
الله ارحمو و اغفر ليه,2
3la had la7ssab sektiwi bgha mantami lda3ich wach les 40 7arami vont suspendre aladin,2
kayn chi man9diw sme3t sou9 rassek toussa,1
"دخول اجتماعي سخون.. قانون الإضراب رجع للواجهة أيام قليلة قبل فاتح ماي والاتحاد المغربي للشغل: بغيناه يتسحب من البرلمان حقاش كلو قيود وعراقيل خطيرة,",1
بالتوفيق في لاعوام المقبلة ان شاءلله',0
يا سلام',0
daba ghir wash machi hchouma dak fadel et khnazier iharntou koulou f radio,2
kelma 2 taygolo shour baz 3la wjehom w houa wakhdin ja2eza oula f chodod,2
: اسكاس اماينو سنة حلوة يا جميل,1
مترجمين ديال la casa de papel شبعانين أخلاق 😂😂😂 نص ترجمة عوجة🙄,2
الحمد الله ان ولاد الخير عوضوها على داكشي اللي تسرق منها',0
nn machi ma9ablinch mais rahom daro modaharat o 9eblo b mo9tarah maghreb dyal hokm datii,2
"واش الميراوي بدا كيبلاصي صحابو فالمناصب العليا؟. تعيين أستاذ بجامعة القاضي مديرا للشؤون القانونية والمنازعات بوزارة التعليم العالي,",1
رحـــم الله الفقيــد الفنــــان حـسـن مضــيــاف',2
aji daba dmna alba9a2 wla mazal,1
ana muslima la hyfhaml3arbia ispania,1
hnaya fi ntidarak khoya nta fakhr likol maghribi wakha 3yina man lkora lmghribya walakin ntoma likatfarhona tbarklah 3lik,0
"زلزال فبنك بنجلون.. قاضي التحقيق وضع مدير عام عندو فالبنيقة,",1
الفن في المغرب عفن و قاليك العالمية هههههههه',2
أين هي الحكومة اللهم ان هذا منكر',2
كل الاحترام والتقدير',0
merci 7biba7ta hna nsawto l betty bnt bladna,0
اليهود قالوا ان المسيح عليه افضل السلام والتسليم أنه ابن حرام',2
طريقة تحليل الموضوع فاشلة',2
لا خدمة لا صحة لا تعليم واكثر من ذلك كنشوفو المخزن غادي وجاي من فرنسا ودول الخليج وتيظيع الزبابل ديال فلوس الشعب حسبي الله ونعم الوكيل',2
سبحان الله وجها ديال الشر حسبي الله ونعم الوكيل',2
salam ibtissam choufi rah duetto dialk m3a abdesalam rah zwin bezf,0
حمارة انت',2
chokran awi ya habibti we lkol fans habibitna dina we tab3an hanan we dina agda3 sohab,0
كيف لا يعلن ترامب القدس عاصمة لإسرائيل ومعظم الحكام العرب في سبات عميق لا يهمهم سوى الحفاظ على كرسي الحكم وتكديس الثروات على حساب شعوبهم المقهورة،',2
ابدعتي عفاف اتقنتي فن التصوير 😊😊 بالتوفيق انشاء الله ننتظر الفيديو القادم 😀﻿',0
nn machi hakda hadok ghaykono mn lfans li machi mghribi,1
"فاجعة. فلاح فتاونات قتل ولد عمو بجويجة والوكيل العام ففاس دوزو لقاضي التحقيق,",1
سياسة القمع مقابل الإخضاع من أجل السيطرة والهيمنة على القطاع من طرف من يحسبون على سماسرة الصيد بالجنوب ',2
hadechy li kerite f hespress p,1
"الانتخابات الرئاسية الفرنسية. المعجزة ما طلعاتش ولد طنجة للدور الثاني واليمين المتطرف قريب للاليزي. بوبين وماكرون فمواجهة مختالفة على 2017,",1
"فعز الأزمة العالمية.. باطو هاز أكثر من 750 طن ديال الكَازوال غرق فسواحل تونس اللي خايفة تغرق معاه بالتلوث,",1
"مزاجية الوزير ميراوي دفعات بمسؤولين كبار فالتعليم العالي بتقديم الاستقالة باش يحط صحابو فالمناصب العليا وغضب كبير وسط أطر القطاع,",1
hhhhhhhhhhh hada rah ma3ando maydar hadi ghir lmgharba likaychaj3o salom,1
"الحكومة: ثمن المازوط وليصانص تزاد عالميا وغادي نتفاعلو مع قضية “لاسامير” على ضوء شنو غادي يقرر القضاء,",1
نريد تطبيقات لا أقوال يا تجار الدين و المسؤولية كما قال كبيركم فيما سبق الذي علمكم السحر تكليف وليس تشريف لكن الآية انقلبت نعلكم الله إلى يوم الدين',2
mchito rah wazir syaha kteb bli dar oghnia dia,1
khasna ntndmo kola group ytkfl b haja,1
i love you dounya ana kanbrik ou kantmnalk masira faniya mot9dima ou sa3ada inchaelah,0
"غرفة التجارة والصناعة والخدمات فجنيف “CCIS”: المغرب قوة اقتصادية غادية وكتكبر عالميا وعندو دور رئيسي فإفريقيا بفضل موقعو واستقرارو السياسي,",1
hhhh ach dar lik mskin,1
منظر رائع سبحان الله',0
"#صامدون صامدون لمطرح النفايات رافضون#*""""""""""""""""'",2
deriya khedaama a33ibad lah ra kharjat 3 aghani mn star ldaba o3andha 2 aghani khrinokatwejed l mawazin,0
b rojola glas f dar bla madir walo rah kfs m l9raya,1
إذ تم إلغاء هذا العيد يتضرر الإقتصاد،عبدالله النهاري ينشر فيديوهات تدعو لإرهاب والتطرف وووالجهل ',2
كما قالها حكيم زياش للصحافة الهولندية أنا مغربي ولن ألعب إلا لبلدي المغرب',0
nti hbibti walah gher marat kolchi khayb katfakrih fkhatra ana labass amountiii love youuu,0
كمشيو عند الوسخ دالبشار وسولوهم كمارة دالخرة باغي يمشي لأوروبا',2
arak daba lm3your f benitez,2
houassli tkhalass wla mazal,1
تبارك الله عليك عفاف ... ابدعت ...كنتمنالك المزيد من الابداع و التالق. برافو..استمري﻿ ',0
عسئ ان تكرهوا شئ و هو خير لكم الخير في مااختاره الله ',0
hananhbibty raki charafti lmaghrib hbibty kanbghiiikrakzi 3la eval 3afak hna kolna m3ak warakii jooomhoooor kbir,0
اللهم و أحفظه  من شر الأشرار و كيد الفجار و احفظه آناء الليل و أطراف النهار',0
walkhra ra mkndwich meak rani knjawb f reply d nassima,2
"حاكم مليلية كيكوي ويبخ: مدينتنا إسبانية وسكانها فرحانين بالحل اللي تدار ولكن المغرب شريك ما فيه ثقة,",1
ديما بنكيران واموتو العديان,0
الحمد لله على ناس الخير ربي يجازيك بكل ما تمنيتي',0
بارك الله فيك شيخنا النهاري الله يكتر من امتالك قلت كلمة',0
fatine 3andi trois tweeter sawet bwahed mais rah maraftch wach t9bel hit mab9ach kijhrejli bhal lewel,1
ana maghrib ya marima,1
حسبنا الله زنعم الوكيل. اللهم ولي أمورنا خيارنا. أمين',2
موضوع تافه',2
yeees photo dyal hier hsen d,0
فميسي أفضل لاعب بالتاريخ',0
أيتها الجاهلة الزنذيقة الدين لايباع ولا يشترى. انتم مرضكم الحق والكراهية والزندقة والإلحاد . تبا لكم ياحمير السياسة.,2
كا يبيعو الهضرى',2
"ها تفاصيل الخريطة الصحية الجهوية..الدولة معولة على الاستثمار الأجنبي وإلزامية احترام مسلك العلاجات فجميع الجهات,",1
"بلاغ فايك بإسم الوكيل العام للملك فوجدة حرك النيابة العامة.. لونكيط بدات وكيقلبو على مول الفعلة,",1
حتى قربات الانتخابات عاد شافوها مساكن سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز غير كونوا هانين,0
مشاء الله الفاتحة بتقليد الشيخ ياسر الدوسري و سورة القيامة بتقليد الشيخ. إدريس ابكر',0
السياسة نفاق. هوما يتافقوا على حساب الشعب النغلوب على أمره. وهبي...الأزمي... زمرة واحدة ',2
أبداعتي ياأختي عفاف﻿',0
drok nteléchargiha ana mafhamt fiha walo ybali tngaz o nass tabni o m7itha,1
9albi saghir la yatahamal,1
له على الرياض و الجمال و العيون المتدفقة بالمياه العذبة. و هذه الموسيقى النابعة من تطوان الجميلة.',0
"المعارضة ناضت لوزير التعليم العالي: كيفاش لغيتي مشاريع جامعية ترصدت ليها الملايير والوعاء العقاري تحت إشراف الداخلية,",1
"سيدنا تلاقى مع رئيس حكومة الصبليون. سانشيث: بالحكم الذاتي تحل قضية الصحرا.. ومحمد السادس: بغينا مرحلة جديدة فالعلاقات,",1
hanan hanono dyali raki mnawra fstar academy lah ikhalik dima mnawra alarzala dyali salmi liya 3la rafa oihab,0
"الكَيرا ضد أوكرانيا.. “الغرب” كيوجد للتصويت فالأمم المتحدة على تعليق عضوية روسيا فمجلس حقوق الإنسان وموسكو بدات كتهدد بسباب هادشي,",1
المدرسة كانت عندو قبل ميكون رئيس الحكومة كيت لي دار الشقق او لفيلات او كنتو تتقلو العام زين اما الاجر وخا يمشي بن كيران راغدي يخدو لي غدي يجي موراه,0
ihab ghbar wala khayf mn titiz hhhhh,1
ya wayli ana 3al jamal 😩💛,0
